Word,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Freq_dom_PoS_SUBTLEX
uncleanest,Adjective,1,Adjective,1,1
uncleanness,Noun,1,Noun,1,1
unclear,Adjective,1,Adjective,75,75
unclench,Verb,1,Verb,9,9
unclenching,Adjective,1,Adjective,1,1
uncles,Noun,1,Noun,112,112
unclever,Verb,1,Verb,1,1
unclick,Verb,1,Verb,1,1
unclip,Verb,1,Verb,1,1
unclipped,Adjective,1,Adjective,1,1
uncloak,Verb,1,Verb,1,1
unclog,Verb,1,Verb,3,3
unclogging,Verb,1,Verb,1,1
unclose,Verb,1,Verb,1,1
unclosed,Adjective,1,Adjective,1,1
unclouded,Adjective,1,Adjective,2,2
unclutch,Verb,1,Verb,1,1
uncluttered,Adjective,1,Adjective,4,4
uncoachable,Adjective,1,Adjective,1,1
uncock,Noun,1,Noun,2,2
uncocking,Verb,1,Verb,1,1
uncocks,Noun,1,Noun,1,1
uncoddled,Adjective,1,Adjective,1,1
uncoded,Adjective,1,Adjective,2,2
uncoerced,Adjective,1,Adjective,1,1
uncognizant,Adjective,1,Adjective,1,1
uncoil,Verb,1,Verb,2,2
uncollected,Adjective,1,Adjective,1,1
uncombed,Adjective,1,Adjective,4,4
uncomfort,Noun,1,Noun,1,1
uncomfortable,Adjective,1,Adjective,796,796
uncomfortableness,Noun,1,Noun,2,2
uncomfortably,Adverb,1,Adverb,9,9
uncommitted,Adjective,1,Adjective,6,6
uncommon,Adjective,1,Adjective,107,107
uncommonly,Adverb,1,Adverb,13,13
uncommunicable,Adjective,1,Adjective,1,1
uncommunicative,Adjective,1,Adjective,5,5
uncomplaining,Verb,1,Verb,1,1
uncomplete,Noun,1,Noun,1,1
uncompleted,Adjective,1,Adjective,4,4
uncomplicated,Adjective,1,Adjective,31,31
uncomplimentary,Adjective,1,Adjective,1,1
uncompounded,Adjective,1,Adjective,1,1
uncomprehending,Adjective,1,Adjective,1,1
uncompromised,Adjective,1,Adjective,2,2
uncompromising,Adjective,1,Adjective,21,21
uncompromisingly,Adverb,1,Adverb,1,1
unconceited,Adjective,1,Adjective,1,1
unconceivable,Name,1,Name,1,1
unconcerned,Adjective,1,Adjective,16,16
unconcernedly,Adverb,1,Adverb,1,1
unconditional,Adjective,1,Adjective,47,47
unconditionally,Adverb,1,Adverb,20,20
unconditioned,Adjective,1,Adjective,1,1
unconfined,Adjective,1,Adjective,2,2
unconfirmed,Adjective,1,Adjective,32,32
unconfused,Adjective,1,Adjective,1,1
unconnected,Adjective,1,Adjective,13,13
unconquerable,Adjective,1,Adjective,3,3
unconquered,Adjective,1,Adjective,4,4
unconscionable,Adjective,1,Adjective,18,18
unconscionably,Adverb,1,Adverb,2,2
unconscious,Adjective,0.97,Adjective.Noun,561.2,561
unconsciously,Adverb,1,Adverb,44,44
unconsciousness,Noun,1,Noun,13,13
unconsecrated,Adjective,1,Adjective,2,2
unconservative,Adjective,1,Adjective,1,1
unconsoled,Adjective,1,Adjective,2,2
unconstitutional,Adjective,1,Adjective,16,16
unconstitutionality,Noun,1,Noun,1,1
unconstrained,Adjective,1,Adjective,4,4
unconsummated,Adjective,1,Adjective,1,1
uncontained,Adjective,1,Adjective,1,1
uncontaminated,Adjective,1,Adjective,3,3
uncontestable,Adjective,1,Adjective,2,2
uncontested,Adjective,1,Adjective,5,5
uncontrollable,Adjective,1,Adjective,56,56
uncontrollably,Adverb,1,Adverb,15,15
uncontrolled,Adjective,1,Adjective,15,15
uncontroversial,Adjective,1,Adjective,8,8
unconventional,Adjective,0.95,Adjective.Name,42.2,42
unconventionality,Noun,1,Noun,2,2
unconvert,Verb,1,Verb,1,1
unconvince,Verb,1,Verb,1,1
unconvinced,Adjective,1,Adjective,8,8
unconvincing,Adjective,1,Adjective,5,5
unconvincingly,Adverb,1,Adverb,1,1
uncooked,Adjective,1,Adjective,5,5
uncool,Noun,0.58,Noun.Verb,38.28,38
uncooperative,Adjective,1,Adjective,31,31
uncoordinated,Adjective,1,Adjective,7,7
uncopyable,Adjective,1,Adjective,1,1
uncork,Verb,1,Verb,12,12
uncorked,Verb,1,Verb,3,3
uncorking,Verb,1,Verb,2,2
uncorrected,Adjective,1,Adjective,1,1
uncorroborated,Adjective,1,Adjective,4,4
uncorrupted,Adjective,1,Adjective,3,3
uncorruptible,Adjective,1,Adjective,1,1
uncountable,Adjective,1,Adjective,1,1
uncounted,Adjective,1,Adjective,4,4
uncouple,Verb,0.83,Verb.Noun,5.1,5
uncoupled,Adjective,1,Adjective,3,3
uncoupling,Verb,1,Verb,1,1
uncouth,Adjective,1,Adjective,29,29
uncover,Verb,1,Verb,98,98
uncovered,Verb,0.95,Verb.Adjective,123.7,123
uncovering,Verb,0.95,Verb.Noun,20.1,20
uncovers,Verb,1,Verb,8,8
uncowed,Adjective,1,Adjective,1,1
uncrated,Adjective,1,Adjective,1,1
uncrazy,Adjective,1,Adjective,1,1
uncreated,Adjective,1,Adjective,1,1
uncreative,Adjective,1,Adjective,2,2
uncredited,Adjective,1,Adjective,2,2
uncritical,Adjective,1,Adjective,2,2
uncross,Verb,0.8,Verb.Noun,4.1,4
uncrossable,Adjective,1,Adjective,1,1
uncrossed,Adjective,1,Adjective,5,5
uncrosses,Verb,1,Verb,1,1
uncrossing,Adjective,1,Adjective,1,1
uncrowded,Adjective,1,Adjective,1,1
uncrowned,Adjective,1,Adjective,3,3
uncrushable,Adjective,1,Adjective,1,1
uncrushed,Adjective,1,Adjective,1,1
unction,Noun,1,Noun,8,8
unctuous,Adjective,1,Adjective,2,2
uncuffed,Adjective,1,Adjective,3,3
uncultured,Adjective,1,Adjective,3,3
uncurious,Adjective,1,Adjective,1,1
uncurl,Verb,1,Verb,4,4
uncut,Adjective,1,Adjective,40,40
undamaged,Adjective,1,Adjective,18,18
undampened,Adjective,1,Adjective,1,1
undatable,Name,0.5,Name.Adjective,1.1,1
undated,Adjective,1,Adjective,1,1
undaunted,Adjective,1,Adjective,14,14
unde,Unclassified,1,Unclassified,1,1
undead,Noun,0.8,Noun.Verb.Name,95.19.5,95
undecided,Adjective,1,Adjective,18,18
undeclared,Adjective,1,Adjective,13,13
undecorated,Adjective,1,Adjective,1,1
undeeded,Adjective,1,Adjective,1,1
undefeatable,Adjective,1,Adjective,1,1
undefeated,Adjective,0.99,Adjective.Noun,110.1,110
undefended,Adjective,1,Adjective,11,11
undefiled,Adjective,1,Adjective,1,1
undefinable,Adjective,1,Adjective,3,3
undefined,Adjective,1,Adjective,10,10
undeliverable,Adjective,1,Adjective,1,1
undelivered,Adjective,1,Adjective,1,1
undemanding,Adjective,1,Adjective,6,6
undemocratic,Adjective,1,Adjective,3,3
undemonstrative,Adjective,1,Adjective,1,1
undeniable,Adjective,1,Adjective,49,49
undeniably,Adverb,1,Adverb,13,13
undenied,Adjective,1,Adjective,1,1
undependable,Adjective,1,Adjective,7,7
under,Preposition,0.9,Preposition.Adverb.Name,12003.1343.6,12003
underachievement,Noun,1,Noun,3,3
underachiever,Verb,1,Verb,16,16
underachievers,Verb,1,Verb,5,5
underachieving,Verb,1,Verb,2,2
underage,Adjective,1,Adjective,111,111
underappreciated,Adjective,1,Adjective,4,4
underarm,Adjective,0.5,Adjective.Noun.Adverb,2.1.1,2
underarms,Noun,1,Noun,5,5
underbearing,Verb,1,Verb,1,1
underbellies,Noun,1,Noun,1,1
underbelly,Noun,1,Noun,39,39
underbid,Verb,1,Verb,1,1
underbidding,Verb,0.5,Verb.Noun,1.1,1
underbrush,Noun,1,Noun,9,9
undercapitalization,Noun,1,Noun,1,1
undercarriage,Noun,0.9,Noun.Verb.Name,18.1.1,18
undercharged,Adjective,1,Adjective,2,2
underclass,Noun,1,Noun,3,3
underclassman,Noun,1,Noun,1,1
underclassmen,Noun,1,Noun,3,3
underclothes,Noun,1,Noun,5,5
underclothing,Noun,1,Noun,1,1
undercoat,Noun,1,Noun,1,1
undercoating,Noun,0.4,Noun.Verb.Name.Adjective,2.1.1.1,2
undercoats,Noun,1,Noun,1,1
undercook,Verb,0.5,Verb.Noun,1.1,1
undercooked,Adjective,1,Adjective,8,8
undercover,Adjective,0.99,Adjective.Adverb,592.6,592
undercroft,Noun,1,Noun,1,1
undercurrent,Noun,1,Noun,8,8
undercurrents,Noun,1,Noun,3,3
undercut,Verb,1,Verb,8,8
undercuts,Verb,1,Verb,1,1
undercutter,Noun,1,Noun,1,1
undercutting,Verb,1,Verb,9,9
underdeveloped,Adjective,1,Adjective,10,10
underdog,Noun,0.96,Noun.Verb,46.2,46
underdogs,Noun,1,Noun,11,11
underdone,Noun,0.8,Noun.Verb,4.1,4
underdose,Noun,1,Noun,1,1
underdressed,Adjective,1,Adjective,9,9
underestimate,Verb,1,Verb,256,256
underestimated,Verb,0.98,Verb.Adjective,125.2,125
underestimates,Verb,1,Verb,6,6
underestimating,Verb,1,Verb,30,30
underexpose,Verb,1,Verb,1,1
underexposed,Adjective,1,Adjective,3,3
underfed,Adjective,1,Adjective,4,4
underfoot,Adverb,1,Adverb,18,18
underfunded,Adjective,1,Adjective,9,9
undergarment,Noun,0.86,Noun.Name,6.1,6
undergarments,Noun,1,Noun,37,37
undergo,Verb,1,Verb,42,42
undergoes,Verb,1,Verb,10,10
undergoing,Verb,1,Verb,35,35
undergone,Verb,1,Verb,33,33
undergrad,Noun,1,Noun,18,18
undergrads,Noun,1,Noun,3,3
undergraduate,Noun,1,Noun,22,22
undergraduates,Noun,1,Noun,6,6
underground,Adjective,0.47,Adjective.Adverb.Noun,288.260.65,288
undergrounds,Noun,1,Noun,1,1
undergrowth,Noun,1,Noun,3,3
underhand,Adverb,0.88,Adverb.Adjective,15.2,15
underhanded,Adjective,1,Adjective,35,35
underhandedly,Adverb,1,Adverb,1,1
underhill,Name,1,Name,13,13
underinsured,Adjective,1,Adjective,1,1
underlay,Noun,0.69,Noun.Name.Verb,66.16.14,66
underlies,Verb,1,Verb,2,2
underlife,Noun,1,Noun,1,1
underline,Verb,1,Verb,19,19
underlined,Verb,0.89,Verb.Adjective,31.4,31
underliner,Noun,1,Noun,1,1
underlines,Verb,1,Verb,4,4
underling,Noun,1,Noun,8,8
underlings,Noun,1,Noun,14,14
underlining,Verb,0.83,Verb.Noun,5.1,5
underlit,Adjective,1,Adjective,2,2
underlying,Adjective,0.77,Adjective.Verb,49.15,49
undermanned,Adjective,1,Adjective,3,3
undermine,Verb,1,Verb,74,74
undermined,Verb,1,Verb,14,14
undermines,Verb,1,Verb,21,21
undermining,Verb,1,Verb,32,32
underneath,Preposition,0.62,Preposition.Adverb.Noun,518.302.9,518
undernourished,Adjective,1,Adjective,6,6
undernourishment,Noun,1,Noun,1,1
underoccupied,Adjective,1,Adjective,1,1
underpaid,Verb,0.58,Verb.Adjective.Name,15.7.4,15
underpants,Noun,0.95,Noun.Name,143.7,143
underpart,Noun,1,Noun,1,1
underpass,Noun,1,Noun,13,13
underpasses,Noun,1,Noun,1,1
underpay,Verb,1,Verb,3,3
underpaying,Verb,1,Verb,2,2
underpinning,Verb,0.67,Verb.Noun,2.1,2
underpinnings,Noun,1,Noun,3,3
underplay,Verb,1,Verb,1,1
underplayed,Verb,1,Verb,1,1
underplaying,Verb,1,Verb,3,3
underpowered,Adjective,1,Adjective,3,3
underprepared,Adjective,1,Adjective,3,3
underprivileged,Adjective,1,Adjective,37,37
underqualified,Adjective,1,Adjective,2,2
underrate,Verb,1,Verb,11,11
underrated,Adjective,0.62,Adjective.Verb,18.11,18
underrating,Verb,1,Verb,2,2
underscore,Verb,1,Verb,3,3
underscored,Verb,1,Verb,1,1
underscores,Verb,1,Verb,8,8
underscoring,Noun,1,Noun,2,2
undersea,Adjective,0.98,Adjective.Noun,39.1,39
underseal,Adjective,1,Adjective,1,1
underseas,Noun,1,Noun,1,1
undersecretaries,Noun,1,Noun,4,4
undersecretary,Noun,0.95,Noun.Name,21.1,21
undersell,Verb,1,Verb,2,2
underselling,Verb,1,Verb,1,1
undersells,Verb,1,Verb,1,1
undersexed,Adjective,1,Adjective,3,3
undersheriff,Noun,0.67,Noun.Verb,2.1,2
undershirt,Noun,0.93,Noun.Verb,14.1,14
undershirts,Noun,1,Noun,5,5
undershoot,Verb,1,Verb,2,2
undershorts,Noun,1,Noun,6,6
underside,Noun,1,Noun,12,12
undersides,Noun,1,Noun,2,2
undersigned,Adjective,1,Adjective,5,5
undersize,Adjective,1,Adjective,1,1
undersized,Adjective,1,Adjective,4,4
underslung,Verb,1,Verb,1,1
undersoil,Noun,1,Noun,1,1
undersold,Verb,0.5,Verb.Noun,2.2,2
understaffed,Adjective,1,Adjective,22,22
understand,Verb,1,Verb,24568,24568
understandable,Adjective,1,Adjective,201,201
understandably,Adverb,1,Adverb,27,27
understanding,Noun,0.7,Noun.Verb.Adjective,779.263.74,779
understandings,Noun,1,Noun,5,5
understands,Verb,1,Verb,547,547
understate,Verb,1,Verb,5,5
understated,Verb,0.63,Verb.Adjective,17.1,17
understatement,Noun,1,Noun,88,88
understatements,Noun,1,Noun,1,1
understating,Verb,1,Verb,1,1
understeer,Noun,1,Noun,2,2
understood,Verb,1,Verb.Adjective.Noun,1619.7.1,1619
understrength,Noun,1,Noun,1,1
understudied,Adjective,1,Adjective,1,1
understudies,Noun,1,Noun,4,4
understudy,Noun,0.98,Noun.Verb,96.2,96
understudying,Verb,1,Verb,2,2
understuff,Noun,1,Noun,1,1
undertake,Verb,1,Verb,51,51
undertaken,Verb,1,Verb,30,30
undertaker,Noun,0.99,Noun.Name,77.1,77
undertakers,Noun,1,Noun,11,11
undertaking,Noun,0.78,Noun.Verb,31.9,31
undertakings,Noun,1,Noun,1,1
underthings,Noun,1,Noun,6,6
undertone,Noun,1,Noun,1,1
undertones,Noun,1,Noun,3,3
undertook,Verb,1,Verb,11,11
undertow,Noun,1,Noun,30,30
underused,Adjective,1,Adjective,1,1
underutilised,Adjective,1,Adjective,2,2
underutilized,Adjective,1,Adjective,1,1
undervalued,Verb,0.5,Verb.Adjective,3.3,3
underverse,Name,0.54,Name.Adjective,7.6,7
underwater,Adverb,0.63,Adverb.Adjective,200.119,200
underway,Adverb,1,Adverb,146,146
underwear,Noun,1,Noun.Name,1102.1,1102
underweight,Adjective,1,Adjective,11,11
underwent,Verb,1,Verb,21,21
underwhelmed,Adjective,1,Adjective,5,5
underwhelming,Verb,0.8,Verb.Adjective,4.1,4
underwhelms,Verb,1,Verb,1,1
underwood,Name,1,Name,41,41
underwork,Noun,1,Noun,1,1
underworld,Noun,1,Noun,181,181
underwrit,Noun,1,Noun,1,1
underwrite,Verb,1,Verb,11,11
underwriter,Noun,1,Noun,4,4
underwriters,Noun,1,Noun,17,17
underwriting,Noun,0.75,Noun.Verb,6.2,6
underwritten,Verb,1,Verb,2,2
underwrought,Verb,1,Verb,1,1
undescending,Adjective,1,Adjective,1,1
undescribable,Adjective,1,Adjective,1,1
undeserved,Adjective,1,Adjective,7,7
undeserving,Verb,0.56,Verb.Adjective.Noun,5.3.1,5
undesirable,Adjective,1,Adjective,33,33
undesirables,Noun,1,Noun,13,13
undesirably,Adverb,1,Adverb,1,1
undesired,Adjective,1,Adjective,1,1
undetectable,Adjective,1,Adjective,29,29
undetected,Adjective,1,Adjective,57,57
undetermined,Adjective,1,Adjective,22,22
undeterred,Adjective,1,Adjective,4,4
undeveloped,Adjective,1,Adjective,14,14
undiagnosable,Adjective,1,Adjective,1,1
undiagnosed,Adjective,1,Adjective,7,7
undid,Verb,1,Verb,13,13
undies,Noun,1,Noun,48,48
undig,Verb,1,Verb,1,1
undigested,Adjective,1,Adjective,9,9
undignified,Adjective,1,Adjective,30,30
undilated,Adjective,1,Adjective,1,1
undiluted,Adjective,1,Adjective,8,8
undiminished,Adjective,1,Adjective,3,3
undimmed,Adjective,1,Adjective,1,1
undine,Name,1,Name,1,1
undiplomatic,Adjective,1,Adjective,3,3
undirected,Adjective,1,Adjective,2,2
undiscernable,Name,1,Name,1,1
undischarged,Adjective,1,Adjective,2,2
undisciplined,Adjective,1,Adjective,20,20
undisclosed,Adjective,1,Adjective,11,11
undiscovered,Adjective,1,Adjective,31,31
undiscussed,Adjective,1,Adjective,1,1
undisguised,Adjective,1,Adjective,1,1
undisputable,Adjective,1,Adjective,1,1
undisputed,Adjective,1,Adjective,29,29
undissolved,Adjective,1,Adjective,1,1
undistinguished,Adjective,1,Adjective,3,3
undistorted,Adjective,1,Adjective,1,1
undistracted,Adjective,1,Adjective,2,2
undisturbed,Adjective,1,Adjective,36,36
undividable,Adjective,1,Adjective,1,1
undivided,Adjective,1,Adjective,47,47
undivulged,Adjective,1,Adjective,1,1
undo,Verb,1,Verb,223,223
undoable,Adjective,1,Adjective,2,2
undock,Verb,1,Verb,1,1
undocked,Adjective,1,Adjective,1,1
undocking,Verb,1,Verb,1,1
undocumented,Adjective,1,Adjective,6,6
undoes,Verb,1,Verb,5,5
undoing,Noun,0.6,Noun.Verb,21.14,21
undomesticated,Adjective,1,Adjective,3,3
undone,Verb,0.94,Verb.Adjective,118.8,118
undoubtably,Adverb,1,Adverb,1,1
undoubted,Adjective,1,Adjective,2,2
undoubtedly,Adverb,1,Adverb,171,171
undramatic,Name,0.5,Name.Adjective,1.1,1
undraped,Adjective,1,Adjective,1,1
undreamed,Adjective,1,Adjective,5,5
undress,Verb,0.89,Verb.Noun,107.13,107
undressed,Adjective,0.54,Adjective.Verb,67.56,67
undresses,Verb,0.67,Verb.Noun,2.1,2
undressing,Verb,0.92,Verb.Noun,33.3,33
undrinkable,Adjective,1,Adjective,3,3
undriven,Adjective,1,Adjective,1,1
undropped,Adjective,1,Adjective,1,1
undrugged,Adjective,1,Adjective,1,1
undue,Adjective,1,Adjective,29,29
undulate,Noun,1,Noun,1,1
undulated,Verb,1,Verb,1,1
undulating,Adjective,1,Adjective,4,4
undulation,Noun,1,Noun,1,1
unduly,Adverb,1,Adverb,24,24
undy,Name,1,Name,1,1
undying,Adjective,1,Adjective,44,44
undyingly,Adverb,1,Adverb,2,2
unearned,Adjective,1,Adjective,1,1
unearth,Verb,1,Verb,18,18
unearthed,Verb,1,Verb,27,27
unearthing,Verb,1,Verb,2,2
unearthly,Adjective,1,Adjective,15,15
unearths,Verb,1,Verb,1,1
unease,Noun,1,Noun,5,5
uneasily,Adverb,1,Adverb,1,1
uneasiness,Noun,1,Noun,9,9
uneasy,Adjective,1,Adjective,104,104
uneatable,Adjective,1,Adjective,1,1
uneaten,Adjective,1,Adjective,8,8
unedited,Adjective,1,Adjective,9,9
uneducable,Adjective,1,Adjective,1,1
uneducated,Adjective,1,Adjective,24,24
unelectable,Adjective,1,Adjective,1,1
unelected,Adjective,1,Adjective,2,2
unembarrassed,Adjective,1,Adjective,2,2
unemotional,Adjective,1,Adjective,10,10
unemotionally,Adverb,1,Adverb,3,3
unemploy,Noun,1,Noun,2,2
unemployable,Adjective,1,Adjective,9,9
unemployed,Adjective,1,Adjective,186,186
unemployment,Noun,1,Noun,160,160
unenclosed,Adjective,1,Adjective,1,1
unencumbered,Adjective,1,Adjective,4,4
unending,Adjective,1,Adjective,25,25
unendowed,Adjective,1,Adjective,1,1
unendurable,Adjective,1,Adjective,9,9
unenforceable,Adjective,1,Adjective,1,1
unengaged,Adjective,1,Adjective,1,1
unenigmatical,Adjective,1,Adjective,1,1
unenlightened,Adjective,1,Adjective,4,4
unenlightening,Adjective,1,Adjective,1,1
unenthused,Adjective,1,Adjective,1,1
unenthusiastic,Name,1,Name,2,2
unenviable,Adjective,1,Adjective,1,1
unequal,Adjective,1,Adjective,10,10
unequaled,Adjective,1,Adjective,4,4
unequalled,Adjective,1,Adjective,3,3
unequipped,Adjective,1,Adjective,2,2
unequivocal,Adjective,1,Adjective,9,9
unequivocally,Adverb,1,Adverb,16,16
unerotic,Adjective,1,Adjective,1,1
unerring,Adjective,1,Adjective,2,2
unerringly,Adverb,1,Adverb,1,1
unesco,Name,1,Name,1,1
unescorted,Adjective,1,Adjective,17,17
unessential,Adjective,1,Adjective,2,2
unethical,Adjective,0.99,Adjective.Name,89.1,89
unethically,Adverb,1,Adverb,3,3
uneven,Adjective,1,Adjective,39,39
unevenly,Adverb,1,Adverb,2,2
uneventful,Adjective,0.98,Adjective.Name,39.1,39
uneventfully,Adverb,1,Adverb,3,3
unevolved,Adjective,1,Adjective,4,4
unexamined,Adjective,1,Adjective,7,7
unexcelled,Adjective,1,Adjective,1,1
unexceptional,Adjective,1,Adjective,3,3
unexciting,Adjective,1,Adjective,2,2
unexcused,Adjective,1,Adjective,5,5
unexpected,Adjective,1,Adjective,446,446
unexpectedly,Adverb,1,Adverb,89,89
unexpendable,Adjective,1,Adjective,1,1
unexpired,Adjective,1,Adjective,1,1
unexplainable,Adjective,1,Adjective,35,35
unexplainably,Adverb,1,Adverb,2,2
unexplained,Adjective,1,Adjective,79,79
unexploded,Adjective,1,Adjective,10,10
unexploited,Adjective,1,Adjective,1,1
unexplored,Adjective,1,Adjective,22,22
unexposed,Adjective,1,Adjective,5,5
unexpressed,Adjective,1,Adjective,5,5
unexpurgated,Adjective,1,Adjective,2,2
unfailing,Adjective,1,Adjective,9,9
unfailingly,Adverb,1,Adverb,2,2
unfair,Adjective,1,Adjective,503,503
unfairly,Adverb,1,Adverb,35,35
unfairness,Noun,1,Noun,11,11
unfaithful,Adjective,1,Adjective,121,121
unfaithfulness,Noun,1,Noun,2,2
unfamiliar,Adjective,1,Adjective,78,78
unfamiliarity,Noun,1,Noun,1,1
unfamous,Adjective,1,Adjective,1,1
unfashionable,Adjective,1,Adjective,7,7
unfashionably,Adverb,1,Adverb,2,2
unfasten,Verb,1,Verb,8,8
unfastened,Adjective,0.7,Adjective.Verb,7.3,7
unfathomable,Adjective,1,Adjective,15,15
unfathomably,Adverb,1,Adverb,1,1
unfathomed,Adjective,1,Adjective,1,1
unfavorable,Adjective,0.93,Adjective.Name,14.1,14
unfavorably,Adverb,1,Adverb,1,1
unfavourable,Adjective,1,Adjective,5,5
unfavourably,Adverb,1,Adverb,1,1
unfazed,Adjective,1,Adjective,3,3
unfeasible,Adjective,1,Adjective,1,1
unfed,Adjective,1,Adjective,4,4
unfeeling,Adjective,1,Adjective,33,33
unfelt,Adjective,1,Adjective,1,1
unfemale,Noun,1,Noun,1,1
unfeminine,Adjective,1,Adjective,2,2
unfertilised,Adjective,1,Adjective,2,2
unfertilized,Adjective,1,Adjective,2,2
unfettered,Adjective,0.78,Adjective.Verb,14.4,14
unfilial,Adjective,1,Adjective,1,1
unfillable,Adjective,1,Adjective,1,1
unfiltered,Adjective,1,Adjective,8,8
unfindable,Adjective,1,Adjective,1,1
unfinish,Verb,1,Verb,1,1
unfinished,Adjective,1,Adjective,179,179
unfinishedness,Noun,1,Noun,1,1
unfired,Adjective,1,Adjective,2,2
unfit,Adjective,0.96,Adjective.Verb,76.3,76
unfitness,Noun,1,Noun,5,5
unfits,Verb,1,Verb,1,1
unfittest,Adjective,1,Adjective,1,1
unfitting,Adjective,1,Adjective,1,1
unfix,Verb,0.6,Verb.Noun,3.2,3
unfixed,Adjective,1,Adjective,1,1
unflagging,Verb,0.75,Verb.Adjective,3.1,3
unflappable,Adjective,1,Adjective,7,7
unflattered,Adjective,1,Adjective,1,1
unflattering,Adjective,1,Adjective,9,9
unflinching,Adjective,1,Adjective,7,7
unflinchingly,Adverb,1,Adverb,2,2
unflushed,Adjective,1,Adjective,3,3
unfocused,Adjective,1,Adjective,12,12
unfocusing,Verb,1,Verb,1,1
unfold,Verb,1,Verb,69,69
unfolded,Verb,0.93,Verb.Adjective,14.1,14
unfolding,Verb,0.72,Verb.Noun.Adjective,18.5.2,18
unfolds,Verb,1,Verb,22,22
unforced,Adjective,1,Adjective,1,1
unforeseeable,Adjective,1,Adjective,6,6
unforeseen,Adjective,0.93,Adjective.Noun,27.2,27
unforged,Adjective,1,Adjective,1,1
unforgettable,Adjective,1,Adjective,48,48
unforgettably,Adverb,1,Adverb,1,1
unforgivable,Adjective,0.99,Adjective.Name,100.1,100
unforgivably,Adverb,1,Adverb,3,3
unforgiven,Adjective,1,Adjective,3,3
unforgiving,Adjective,1,Adjective,26,26
unforgivingly,Adverb,1,Adverb,1,1
unformed,Adjective,1,Adjective,4,4
unforseen,Adjective,1,Adjective,1,1
unfortunate,Adjective,1,Adjective,605,605
unfortunately,Adverb,1,Adverb,1651,1651
unfortunates,Noun,1,Noun,19,19
unfortune,Noun,1,Noun,1,1
unfoul,Verb,1,Verb,1,1
unfouled,Adjective,1,Adjective,1,1
unfounded,Adjective,1,Adjective,31,31
unfrazzled,Adjective,1,Adjective,1,1
unfreeze,Verb,1,Verb,35,35
unfreezes,Verb,1,Verb,4,4
unfreezing,Noun,0.71,Noun.Verb,5.2,5
unfriended,Adjective,1,Adjective,1,1
unfriendliest,Adjective,1,Adjective,1,1
unfriendliness,Noun,1,Noun,1,1
unfriendly,Adjective,1,Adjective,53,53
unfrocked,Adjective,1,Adjective,1,1
unfroze,Verb,1,Verb,3,3
unfrozen,Adjective,1,Adjective,9,9
unfueled,Adjective,1,Adjective,1,1
unfulfillable,Adjective,1,Adjective,1,1
unfulfilled,Adjective,1,Adjective,20,20
unfulfilling,Verb,0.71,Verb.Adjective,5.2,5
unfunny,Adjective,0.83,Adjective.Noun,10.2,10
unfurl,Verb,1,Verb,4,4
unfurled,Verb,0.9,Verb.Adjective,9.1,9
unfurling,Verb,1,Verb,1,1
unfurls,Verb,0.67,Verb.Noun,2.1,2
unfurnished,Adjective,1,Adjective,4,4
ung,Name,0.75,Name.Verb,3.1,3
ungagged,Adjective,1,Adjective,1,1
ungainly,Adjective,1,Adjective,3,3
ungallant,Adjective,1,Adjective,2,2
ungenerous,Adjective,1,Adjective,8,8
ungentlemanly,Adjective,1,Adjective,4,4
ungetable,Adjective,1,Adjective,1,1
ungettable,Adjective,1,Adjective,3,3
unglamorous,Name,0.5,Name.Adjective,1.1,1
unglued,Adjective,1,Adjective,25,25
ungodliness,Noun,1,Noun,1,1
ungodly,Adjective,1,Adjective,30,30
ungovernable,Adjective,1,Adjective,1,1
ungoverned,Adjective,1,Adjective,3,3
ungraceful,Adjective,1,Adjective,3,3
ungracious,Adjective,1,Adjective,5,5
ungraciously,Adverb,1,Adverb,3,3
ungraded,Adjective,1,Adjective,3,3
ungrammatical,Adjective,1,Adjective,1,1
ungrateful,Adjective,1,Adjective,234,234
ungrip,Verb,1,Verb,2,2
ungroomed,Adjective,1,Adjective,1,1
ungrounded,Adjective,1,Adjective,4,4
unguarded,Adjective,1,Adjective,37,37
unguent,Adjective,1,Adjective,5,5
unguento,Noun,1,Noun,1,1
unguents,Noun,1,Noun,1,1
unguided,Adjective,1,Adjective,3,3
unhailed,Adjective,1,Adjective,1,1
unhallow,Noun,1,Noun,1,1
unhallowed,Adjective,1,Adjective,3,3
unhand,Adjective,0.53,Adjective.Adverb.Name,23.16.4,23
unhanded,Adjective,1,Adjective,1,1
unhandsome,Adjective,1,Adjective,1,1
unhappen,Verb,1,Verb,1,1
unhappier,Adjective,1,Adjective,4,4
unhappiest,Adjective,1,Adjective,1,1
unhappily,Adverb,1,Adverb,32,32
unhappiness,Noun,1,Noun,58,58
unhappy,Adjective,1,Adjective,840,840
unharmed,Adjective,1,Adjective,77,77
unharness,Verb,1,Verb,2,2
unharnessed,Adjective,1,Adjective,1,1
unhasting,Verb,1,Verb,1,1
unhat,Verb,1,Verb,1,1
unhatched,Adjective,1,Adjective,1,1
unhealthy,Adjective,1,Adjective,83,83
unheard,Adjective,1,Adjective,76,76
unheated,Adjective,1,Adjective,1,1
unheeded,Adjective,1,Adjective,6,6
unhelpful,Adjective,1,Adjective,9,9
unhesitatingly,Adverb,1,Adverb,3,3
